tag,词性,oldtag2count,oldexttag2count,newtag2cout,newtitleexttag2count,newdescexttag2count,classifer,entropy,entropyv2,remove
信誉平台,信誉/n(名词) 平台/n(名词),288,1018,71,96,436,0.196092885,4.47031159726675,2.98223370455011,0
qwertyuiopasdfghjklzxcvb,qwertyuiopasdfghjklzxcvb/nx(其他),86,288,31,NULL,NULL,0.383173894,NULL,NULL,1
天黑请闭眼,天黑/t(时间词) 请/v(动词) 闭眼/v(动词),214,2119,284,452,254,0.54207988,4.76155176091051,3.70448965364576,0
杀人游戏,杀人/v(动词) 游戏/n(名词),149,878,199,59,198,0.013915567,4.01262295896223,3.15270671668335,1
网购群,网购/n(名词) 群/Ng(其他),524,1010,75,421,154,NULL,5.88411921297956,4.9216035929757,0
最强nba,最强/a(形容词) nba/nx(其他),2269,5153,108,286,180,NULL,4.99877719574104,4.40924476163929,0
平安银行,平安/nz(其他专名) 银行/n(名词),345,568,101,95,210,0.050582378,4.66019526863903,3.86505416494543,0
直播美女,直播/v(动词) 美女/n(名词),168,108,11,13,36,0.276525798,3.01645399908649,2.30258509299405,0
婴幼儿教育,婴幼儿/n(名词) 教育/vn(其他),61,92,52,9,16,0.024229835,2.27186851269656,1.38629436111989,1
帕萨特车友会,帕萨特/nz(其他专名) 车友会/n(名词),163,247,24,167,53,0.026942529,4.31420645857087,4.59578930578307,0
欧冠,欧冠/n(名词),376,1844,602,170,409,0.045309568,5.10022117710343,4.11438858370449,0
七龙珠,七龙珠/n(名词),165,2045,428,468,402,0.062075915,5.25543244677922,4.17725960038076,0
开抵扣票,开/v(动词) 抵扣/v(动词) 票/n(名词),52,11,16,4,NULL,0.032277049,0,0,1
广州银行,广州/ns(地名) 银行/n(名词),152,125,7,22,9,0.010706774,3.48696933966002,2.92068702689364,1
实力喊单,实力/n(名词) 喊/v(动词) 单/b(其他),183,421,532,174,122,0.282733181,1.56411806395592,0.825010149166298,0
约会会身,约会/v(动词) 会/v(动词) 身/Ng(其他),74,NULL,NULL,NULL,NULL,0.668435319,NULL,NULL,1
接柜审核,接/v(动词) 柜/Ng(其他) 审核/v(动词),113,NULL,105,NULL,NULL,0.163409427,NULL,NULL,1
跑步机批发,跑步机/n(名词) 批发/vn(其他),91,NULL,4,NULL,NULL,0.008020022,NULL,NULL,1
邮件群发软件,邮件/n(名词) 群发/vn(其他) 软件/n(名词),89,15,21,3,13,0.164628107,1.09861228866811,0,1
露露视频,露露/n(名词) 视频/n(名词),92,4,NULL,1,NULL,0.130238185,1.09861228866811,0,1
好丽友,好丽友/nz(其他专名),183,2869,50,217,116,0.19757126,4.60685925201652,3.09971408019245,0
厅局级,厅局级/b(其他),262,53,222,1,11,0.098152442,0,0,1
淘宝代理,淘宝/n(名词) 代理/vn(其他),243,508,352,120,180,0.016857761,4.55401428934266,3.90321745771049,0
济宁,济宁/ns(地名),412,16080,1145,12518,7066,NULL,7.03151387894564,6.93735860393171,0
vaebvfaer,vaebvfaer/nx(其他),52,NULL,NULL,NULL,NULL,0.383173894,NULL,NULL,1
qx70,qx/nx(其他) 70/m(数词),83,4,8,2,5,0.419769719,1.38629436111989,0.693147180559945,1
标致408俱乐部,标致/n(名词) 408/m(数词) 俱乐部/n(名词),50,NULL,2,2,NULL,0.177082017,1.09861228866811,0.693147180559945,1
热点,热点/n(名词),153,4604,355,713,3142,0.108268567,5.99239445040352,5.25025597720188,1
军恋,军恋/n(名词),169,296,638,406,267,0.164567484,4.60840449781934,2.78375427141528,0
集中营,集中营/n(名词),69,39015,64,15096,3913,0.167437041,8.02842358596127,7.04486478003685,1
杳无音信。,杳无音信/i(习语) 。/w(标点),157,212,19,30,9,0.696295067,0,0,1
it咨询,it/nx(其他) 咨询/vn(其他),584,50,691,15,19,NULL,2.83321334405622,2.07944154167984,0
涨停盘仓,涨停/v(动词) 盘/Ng(其他) 仓/Ng(其他),66,NULL,NULL,NULL,NULL,0.108746885,NULL,NULL,1
lovelive,lovelive/nx(其他),729,954,1899,691,671,NULL,5.77769045109578,4.90308424529973,0
湖南卫视,湖南/ns(地名) 卫视/j(简称),152,616,180,242,479,0.046734085,4.30862544065892,2.88175043220488,0
破解加密文件,破解/v(动词) 加密/vn(其他) 文件/n(名词),190,124,30,11,10,0.076012639,0,0,0
黑客总部,黑客/n(名词) 总部/n(名词),93,18,2,8,1,0.037383393,2.484906649788,0,1
真人视讯,真人/n(名词) 视讯/n(名词),168,195,74,13,71,0.155119066,2.93818245468612,2.02532622077007,0
cc平台,cc/nx(其他) 平台/n(名词),172,196,144,145,32,0.124915167,2.35805173117079,0.693147180559945,0
滑雪,滑雪/v(动词),313,2302,750,918,1593,0.036412745,5.94602758595313,5.22088602086374,0
app开发,app/nx(其他) 开发/v(动词),447,1278,1225,715,1174,0.048405168,5.09430370636171,4.53254671939791,0
ssc,ssc/nx(其他),1186,4114,819,944,1142,NULL,5.60730242548307,5.14455814864128,0
货源推广软件,货源/n(名词) 推广/vn(其他) 软件/n(名词),96,NULL,6,NULL,NULL,0.017195956,NULL,NULL,1
购物联盟,购物/v(动词) 联盟/n(名词),483,623,3,96,9,NULL,4.16936716133788,3.52024411044727,1
完全-免费,完全/a(形容词) -/w(标点) 免费/v(动词),50,NULL,1,NULL,NULL,0.65632248,NULL,NULL,1
男人,男人/n(名词),2242,103802,1484,19728,30576,NULL,6.18861030424799,4.3470111419548,1
模组0.34,模组/n(名词) 0.34/m(数词),66,98,6,NULL,16,0.37262072,NULL,NULL,1
誓言,誓言/n(名词),53,22503,47,3878,2626,0.547273746,6.09967318046308,5.10522484851908,1
闷骚,闷骚/n(名词),502,4658,175,435,526,NULL,5.74333748329375,4.48515007017459,0
美足,美足/n(名词),155,497,317,468,304,0.118750045,5.31523636945664,4.36429089587873,0
留学选校,留学/v(动词) 选/v(动词) 校/Ng(其他),130,1,NULL,NULL,1,0.252719523,NULL,NULL,1
时尚化妆品,时尚/n(名词) 化妆品/n(名词),62,72,4,8,5,0.018455708,2.75166661693152,1.38629436111989,1
竞彩足球,竞彩/n(名词) 足球/n(名词),203,1808,139,214,640,0.077100341,4.1225817653741,3.90157942359408,0
看片神器,看片/vn(其他) 神器/n(名词),61,497,110,126,448,0.028477002,4.38282299321814,3.33319466187463,1
溜溜,溜溜/v(动词),51,4144,66,485,812,0.210558841,5.72921701851138,4.23598173725214,1
美体,美体/n(名词),370,1527,512,419,796,0.025538534,4.80321451718206,3.86037725405023,0
医疗器械票,医疗/n(名词) 器械/n(名词) 票/n(名词),81,25,3,1,1,0.035693378,0,0,1
明细帐核算,明细帐/n(名词) 核算/vn(其他),138,NULL,119,NULL,NULL,0.024754898,NULL,NULL,1
派派,派派/n(名词),185,3235,438,3556,1938,0.164567484,4.46356581989922,3.14550353068717,0
架空,架空/v(动词),175,479,271,117,477,0.143692973,5.23981152262847,4.09367838021671,0
相宜本草,相宜本草/nz(其他专名),201,128,116,11,28,0.19757126,2.73340177780867,2.16395565688206,0
徐州,徐州/ns(地名),538,19784,1327,15566,9074,NULL,7.42310624301918,7.31542841862645,0
陆丰,陆丰/ns(地名),62,1811,115,331,251,0.045702001,5.3532527087338,4.63007911782219,1
a股解读,a股/n(名词) 解读/v(动词),63,NULL,79,NULL,NULL,0.138687648,NULL,NULL,1
天猫优惠,天猫/n(名词) 优惠/vn(其他),481,1121,310,716,404,NULL,4.59431603353426,3.80373789858851,0
福尔摩斯,福尔摩斯/nr(其他),522,947,634,140,144,NULL,4.56846605024153,2.51124741956937,0
选调生,选调生/n(名词),193,1636,777,571,1031,0.122149078,4.47235614277384,4.23901194169974,0
nba球迷,nba/nx(其他) 球迷/n(名词),178,420,59,343,221,0.088004214,3.72269796455918,3.31291815698286,0
建群软件,建群/n(名词) 软件/n(名词),3546,8,NULL,NULL,NULL,NULL,NULL,NULL,1
愉悦,愉悦/a(形容词),203,5035,231,482,4468,0.554455592,5.82577766856785,5.1094570922566,1
创业群,创业/v(动词) 群/Ng(其他),329,14670,536,9327,1809,0.143448572,7.48458404481219,6.74341837492532,1
同友,同/p(介词) 友/Ng(其他),53,865,32,86,119,0.927992062,4.83355070543474,3.96005487092946,1
竞彩足球交流群,竞彩/n(名词) 足球/n(名词) 交流/vn(其他) 群/Ng(其他),350,283,491,242,256,0.3747423,5.16058981648113,4.89182745649859,0
长坏了的男人,长/a(形容词) 坏/a(形容词) 了/u(助词) 的/u(助词) 男人/n(名词),362,35,55,2,3,0.71854383,0,0,1
努力学习,努力/ad(其他) 学习/v(动词),440,8079,325,467,2824,NULL,4.95639947340494,3.76183120068244,1
软件工程,软件/n(名词) 工程/n(名词),242,4073,371,647,553,0.025491006,5.29322048876723,4.33082156156626,0
红警ol,红警/n(名词) ol/nx(其他),1780,4360,114,177,161,NULL,4.63785624617478,3.31162730065851,0
solidworks,solidworks/nx(其他),502,633,877,767,761,0.030875888,4.76281257112741,3.89921155884447,0
购房大学,购房/vn(其他) 大学/n(名词),202,1,461,4,1,0.016391667,1.56071040904141,0,1
搬家,搬家/v(动词),172,2633,464,1235,2557,0.203168062,5.80504806702027,4.97245733967485,0
一码,一/m(数词) /n(名词) 码/v(动词),176,180,11,11,11,0.250159918,0,0,1
餐饮票宿票,餐饮/n(名词) 票/n(名词) 宿/Vg(其他) 票/n(名词),186,NULL,NULL,NULL,NULL,0.111454758,NULL,NULL,1
股指推荐,股指/n(名词) 推荐/v(动词),50,NULL,12,NULL,NULL,0.007998106,NULL,NULL,1
拉卡拉,拉卡拉/n(名词),196,1369,406,395,511,0.060388578,4.94859426375575,4.14679579323558,0
九朵云,九朵云/n(名词),54,188,69,2,63,0.164567484,1.90615474653985,1.38629436111989,1
自助游,自助游/n(名词),334,1866,930,656,1449,0.025072971,5.64677526457234,5.07204893820367,0
爱丽颖,爱丽颖/n(名词),289,2985,493,529,2084,0.164567484,4.7720128815447,3.10387858873318,0
红包接力群,红包/n(名词) 接力/vn(其他) 群/Ng(其他),66,2830,63,1056,426,0.142198388,4.94816471999934,3.92658320180253,1
股票股票股票股票,股票/n(名词) 股票/n(名词) 股票/n(名词) 股票/n(名词),78,1860,111,9,6622,0.005602261,0.348832095843032,0,1
皇冠比分网,皇冠/n(名词) 比分/n(名词) 网/n(名词),98,9,1,3,NULL,0.075117708,0,0,1
polo,polo/nx(其他),235,788,232,398,587,0.069676864,5.22666040927397,4.39833203557232,0
火山小视频,火山/n(名词) 小/a(形容词) 视频/n(名词),136,651,371,352,485,0.047688642,3.99290049463528,2.70478763532009,1
会计从业资格证,会计/n(名词) 从业/vn(其他) 资格证/n(名词),193,602,326,83,474,0.013349698,3.67536075821806,2.92402004014064,0
租车票租房票,租车/v(动词) 票/n(名词) 租房/v(动词) 票/n(名词),360,3,NULL,NULL,NULL,0.044348367,NULL,NULL,1
正太,正太/ns(地名),651,2947,1204,760,2292,NULL,6.11938836631971,5.17884670393945,1
牙齿矫正,牙齿/n(名词) 矫正/v(动词),214,319,192,143,357,0.063908377,3.67825482800975,3.36553851672569,0
招聘打字员,招聘/v(动词) 打字员/n(名词),180,315,39,43,71,0.123422879,3.50452313782109,2.33837170480357,0
绵阳,绵阳/ns(地名),311,13086,921,9123,5578,0.039742872,7.18377974618783,7.03402822295164,0
2货,2/m(数词) 货/n(名词),274,2843,114,126,111,0.38778218,4.93541842395909,3.20049829852639,1
隆鼻,隆鼻/v(动词),1782,2190,688,145,910,NULL,3.97833623610723,3.69413359765554,0
代缴五险,代缴/v(动词) 五险/n(名词),171,53,346,2,56,0.032249946,1.56071040904141,1.38629436111989,1
梦幻西游手游,梦幻西游/nz(其他专名) 手游/n(名词),312,1386,477,464,325,0.052006182,4.5913248662733,3.38723630213183,0
pk10交流群,pk/nx(其他) 10/m(数词) 交流/vn(其他) 群/Ng(其他),83,175,24,43,4,0.588784037,3.47527220194894,2.28927296431782,1
淘宝客服接任务,淘宝/n(名词) 客服/n(名词) 接/v(动词) 任务/n(名词),58,113,NULL,2,2,0.240167451,0,0,1
纳智捷俱乐部,纳智捷/n(名词) 俱乐部/n(名词),53,23,1,NULL,NULL,0.701436136,NULL,NULL,1
铁观音,铁观音/n(名词),228,1640,347,341,755,0.05067802,4.45137836263687,2.95857332014903,0
林琳,林琳/nr(其他),92,248,NULL,9,4,0.176437358,3.13549421592915,1.6094379124341,1
马自达4s店,马自达/n(名词) 4s店/n(名词),55,18,42,4,9,0.038454291,2.07944154167984,1.79175946922805,1
兴趣小组,兴趣/n(名词) 小组/n(名词),53,6570,31,1673,622,0.620051431,6.56275510653554,5.4183816181264,1
酒店服务,酒店/n(名词) 服务/vn(其他),185,2127,67,87,256,0.222414243,4.35929776853944,3.8675385245969,0
网贷,网贷/n(名词),2007,3886,4545,2295,3092,NULL,5.83950468901323,5.23531888945662,1
网络营销推广,网络/n(名词) 营销/vn(其他) 推广/vn(其他),206,513,184,299,434,0.037013634,4.37142248973381,4.33343400362912,0
会计学习,会计/n(名词) 学习/v(动词),189,1273,455,1028,740,0.019141096,4.11861465041358,5.09389345896125,0
不孕不育,不孕/v(动词) 不育/v(动词),1032,1842,684,441,941,NULL,4.95243193595958,4.34490950491832,0
家常菜,家常菜/n(名词),3482,692,1987,276,349,NULL,4.81186511046869,3.872513844856,0
led照明,led/nx(其他) 照明/n(名词),251,1203,780,1539,946,0.017724073,5.36766422821826,4.77865357773913,0
国税票税票,国税/j(简称) 票/n(名词) 税票/n(名词),227,NULL,NULL,NULL,NULL,0.029487359,NULL,NULL,1
淘宝刷单群,淘宝/n(名词) 刷/v(动词) 单群/n(名词),264,1157,285,458,195,0.005718726,4.9917417705025,3.12778314223575,0
后三计划,后/f(方位词) 三/m(数词) 计划/n(名词),50,99,21,10,8,0.591658636,2.20082764903455,1.6094379124341,1
夜大,夜大/j(简称),163,1243,66,113,134,0.185300317,4.76984406829033,4.00830955473002,0
高端大气上档次,高端/n(名词) 大气/n(名词) 上档次/l(其他),322,12349,249,300,1258,0.139175683,4.25843580263255,3.09104245335831,1
光照胎教,光照/n(名词) 胎教/n(名词),89,NULL,19,NULL,NULL,0.075657919,NULL,NULL,1
短视频,短视频/n(名词),235,1482,638,997,1178,0.164567484,5.10645092983394,3.9426540061911,1
期货招商,期货/n(名词) 招商/vn(其他),172,325,534,743,602,0.010174888,4.31017296959269,3.71349422565896,0
完美主义,完美/a(形容词) 主义/n(名词),214,628,161,64,87,0.270514486,4.19589823068716,1.94591014905531,0
马犬,马犬/n(名词),222,846,1189,1983,1502,0.164567484,5.17029929197075,5.2760906882043,0
刘在石,刘在石/nr(其他),68,38,115,5,18,0.048842872,2.58857316268212,0,1
汽车夏季保养,汽车/n(名词) 夏季/t(时间词) 保养/v(动词),60,NULL,NULL,NULL,NULL,0.01159719,NULL,NULL,1
微信号批发,微信号/n(名词) 批发/vn(其他),131,123,33,23,31,0.067916195,3.17935893858594,2.45831132968308,1
捷豹f-type,捷豹/n(名词) f-type/nx(其他),124,2,4,NULL,2,0.028597379,NULL,NULL,1
时时彩计划交流,时时/d(副词) /n(名词) 彩计划/n(名词) 交流/vn(其他),72,115,7,6,10,0.247835118,0,0,1
北京找白领兼职,北京/ns(地名) 找/v(动词) 白领/b(其他) 兼职/vn(其他),52,NULL,NULL,NULL,NULL,0.059347942,NULL,NULL,1
查征信,查/v(动词) 征信/vn(其他),484,87,8,7,17,NULL,0.693147180559945,0.693147180559945,1
纳智捷车友会,纳智捷/n(名词) 车友会/n(名词),189,261,11,47,14,0.153237456,3.79800699344299,3.63864859248909,0
yhk,yhk/nx(其他),265,527,354,365,175,0.383173894,4.53439812227262,4.31232597917493,0
手机麻将外挂,手机/n(名词) 麻将/n(名词) 外挂/v(动词),279,NULL,23,1,NULL,0.014617959,0.693147180559945,0,1
研究生会,研究生会/n(名词),82,2186,4,23,58,0.428872876,3.77732382540865,2.39789527279837,1
成人黄,成人黄/n(名词),64,27,NULL,2,NULL,0.164567484,1.38629436111989,0.693147180559945,1
微笑诠释一切,微笑/v(动词) 诠释/v(动词) 一切/r(代词),64,46,48,5,3,0.689021806,1.09861228866811,0,1
美女交友健身肌肉,美女/n(名词) 交友/vn(其他) 健身/vn(其他) 肌肉/n(名词),214,NULL,4,NULL,NULL,0.091982963,NULL,NULL,1
研发,研发/n(名词),193,23218,385,3611,11726,0.0387692,6.77865108651173,6.09263873891712,1
女仆,女仆/n(名词),172,1277,301,706,591,0.191278414,5.93113751582603,4.32322383294222,0
种族,种族/n(名词),15236,1417,5033,221,955,NULL,5.62482787294935,4.21165341634879,0
诚信兼职字员,诚信/v(动词) 兼职/vn(其他) 字/n(名词) 员/Ng(其他),106,NULL,NULL,NULL,NULL,0.16377292,NULL,NULL,1
茶疗,茶疗/n(名词),59,24,4,10,9,0.164567484,2.88926329166927,1.74806734854609,1
黄金城,黄金城/n(名词),52,249,9,79,34,0.041206683,4.61296777053155,3.36326707036676,1
导演,导演/n(名词),344,3983,801,663,1670,0.041933851,5.43790898919405,4.22898008073804,0
变速箱油加卤水,变速箱/n(名词) 油/n(名词) 加/v(动词) 卤水/n(名词),54,NULL,6,NULL,NULL,0.020548508,NULL,NULL,1
时时彩开户,时时/d(副词) 彩/Ng(其他) 开户/v(动词),274,737,32,10,74,0.052992306,2.33319671428625,0.562335144618808,1
学生数据,学生/n(名词) 数据/n(名词),61,42,1,4,3,0.300969,1.38629436111989,1.38629436111989,1
淘宝刷手,淘宝/n(名词) 刷手/n(名词),470,702,194,170,219,NULL,3.59886435618412,3.18333932639079,0
缤智,缤智/n(名词),270,223,149,222,277,0.164567484,4.45736427029726,4.00340450324403,0
宝马车友会,宝马/n(名词) 车友会/n(名词),471,818,108,330,133,NULL,5.22460522098106,4.82635072696202,0
稳健牛股,稳健/a(形容词) 牛股/n(名词),175,5,135,1,NULL,0.041986662,0,0,1
同在广州,同在/v(动词) 广州/ns(地名),1766,69,2400,10,76,NULL,3.0904599236162,1.94591014905531,0
兽医学,兽医学/n(名词),53,341,4,29,21,0.104226411,3.68316400008121,2.54808424271431,1
旅游美食,旅游/vn(其他) 美食/n(名词),153,682,169,256,209,0.028504996,4.93126090415557,4.84939532750655,0
大学生交流,大学生/n(名词) 交流/vn(其他),61,2365,192,1147,564,0.211276988,4.45056625276543,5.33431423233105,1
fifa足球世界,fifa/nx(其他) 足球/n(名词) 世界/n(名词),467,1363,56,137,90,NULL,4.29921995651635,3.86645681665318,0
神圣计划,神圣/a(形容词) 计划/n(名词),199,1727,99,56,91,0.348174392,3.41874597786032,1.97224697942344,0
绅宝x35车友会,绅宝/nz(其他专名) x35/nx(其他) 车友会/n(名词),52,39,1,5,3,0.101009628,1.79175946922805,1.6094379124341,1
董事会,董事会/n(名词),78,9719,33,2092,224,0.149954249,5.94226609589699,3.62577919268526,1
业务交流,业务/n(名词) 交流/vn(其他),545,18541,1231,9354,11894,NULL,6.74022373515823,6.73191382711375,0
贝尔弗特,贝尔弗特/nr(其他),68,29,28,2,3,0.065965806,1.56071040904141,1.09861228866811,1
香港六和,香港/ns(地名) 六和/nz(其他专名),145,112,3,6,1,0.044454703,0,0,1
小盘股,小盘股/n(名词),267,127,96,33,110,0.013231833,3.99477822270356,3.5026708494966,0
学区房,学区房/n(名词),334,222,531,92,199,0.164567484,4.67971798912172,3.90706918046434,0
文章创作,文章/n(名词) 创作/vn(其他),311,319,365,84,300,0.079598593,4.3121764930908,0.693147180559945,0
展览票宣传费票,展览/vn(其他) 票/n(名词) 宣传费/n(名词) 票/n(名词),107,NULL,NULL,NULL,NULL,0.044981459,NULL,NULL,1
打底裤,打底裤/n(名词),270,591,483,178,464,0.097793638,4.8088879601107,3.91585259586193,0
网络购物,网络/n(名词) 购物/vn(其他),168,795,253,173,354,0.028403162,4.59683148866732,3.9356330835733,0
lol雄联盟,lol/nx(其他) 雄/b(其他) 联盟/n(名词),118,NULL,NULL,NULL,NULL,0.151321219,NULL,NULL,1
叉车设备,叉车/n(名词) 设备/n(名词),63,2,34,2,1,0.0099703,1.6094379124341,0.693147180559945,1
诚信刷单,诚信/v(动词) 刷单/n(名词),54,625,110,185,309,0.677130682,4.43147157754759,2.5797686798982,1
有朋自远方来,有/v(动词) 朋/Ng(其他) 自/p(介词) 远方/s(处所词) 来/v(动词),101,6380,136,443,3637,0.822152061,4.10279210417383,2.30258509299405,1
qq棋牌,qq/n(名词) 棋牌/n(名词),73,54,2,3,4,0.05144784,2.54003630382098,0,1
淘宝11选5,淘宝/n(名词) 11/m(数词) 选/v(动词) 5/m(数词),144,78,5,3,4,0.073806511,0.693147180559945,0,1
xing,xing/nx(其他),191,3656,13,600,696,0.439488672,5.74841452487028,4.87573516800176,1
微交易喊单群,微交易/n(名词) 喊/v(动词) 单群/n(名词),94,30,8,11,1,0.313996485,2.63905732961526,1.09861228866811,1
塔利斯曼,塔利斯曼/nr(其他),132,3,11,NULL,3,0.059796475,NULL,NULL,1
时时彩公式,时时/d(副词) 彩/Ng(其他) 公式/n(名词),78,9,11,2,NULL,0.107684272,0,0,1
约克币官网,约克币/n(名词) 官网/n(名词),128,13,NULL,NULL,NULL,0.285508158,NULL,NULL,1
成都微整形,成都/ns(地名) 微整形/n(名词),84,91,4,3,5,0.02941997,1.6094379124341,0.693147180559945,1
直播秀,直播秀/n(名词),52,530,56,135,113,0.164567484,4.56532852277785,3.36480751155491,1
住房公积金贷款,住房/n(名词) 公积金/n(名词) 贷款/n(名词),55,13,80,8,16,0.029207775,2.09814738913507,1.38629436111989,1
昆山,昆山/ns(地名),354,13378,1039,11617,6297,0.025618969,6.7279484518427,6.76112507467399,0
二手车买卖,二手车/n(名词) 买卖/v(动词),212,1190,488,1060,1854,0.011576962,5.14168345264769,5.42387302121172,0
海汇现货,海汇/n(名词) 现货/n(名词),53,13,20,2,2,0.0299717,0.693147180559945,0,1
深井冰,深井冰/n(名词),289,1437,195,172,139,0.164567484,5.04450214670099,3.4743863038837,1
女性健康,女性/n(名词) 健康/a(形容词),188,1404,179,341,449,0.113502537,4.18780502916006,3.85777088281477,0
品牌女装,品牌/n(名词) 女装/n(名词),163,818,264,643,579,0.013200848,4.17717144955454,3.50500065065344,0
渗透,渗透/v(动词),235,1054,523,381,632,0.401309716,5.28118082481123,4.04353488393695,0
学习考试,学习/v(动词) 考试/vn(其他),523,22005,1415,454,1027,NULL,4.86342956175095,4.94849849154173,0
激战2,激战/v(动词) 2/m(数词),173,817,350,278,278,0.226112604,5.51138263479624,4.47817875126788,0
足球滚球足彩推荐,足球/n(名词) 滚球/n(名词) 足彩/n(名词) 推荐/v(动词),333,80,496,50,48,0.005798108,3.85014760171006,3.82864139648909,0
花儿,花儿/n(名词),76,21536,53,2825,1623,0.068752217,5.72459209227929,5.21191846497264,1
吃鸡辅助,吃/v(动词) /n(名词) 鸡/n(名词) 辅/Vg(其他) /n(名词) 助/v(动词),164,103,340,163,176,0.196583906,0.115894761791078,0,1
代体检,代/v(动词) 体检/v(动词),54,94,16,7,31,0.348333589,2.54003630382098,2.16395565688206,1
移动通话记录查询,移动/vn(其他) 通话/vn(其他) 记录/n(名词) 查询/v(动词),734,143,10,1,1,NULL,0,0,1
粉丝交流群,粉丝/n(名词) 交流/vn(其他) 群/Ng(其他),68,8209,175,8023,4649,0.559795438,7.99078578363035,6.27788057325013,1
真实相亲游玩k歌,真实/ad(其他) 相亲/v(动词) 游玩/v(动词) k歌/v(动词),51,NULL,NULL,NULL,NULL,0.471100719,NULL,NULL,1
体操,体操/n(名词),4740,1934,2099,149,210,NULL,5.24344364606323,4.00362742899922,0
澳洲代购,澳洲/ns(地名) 代购/v(动词),169,630,355,358,373,0.010745088,4.38097169954525,3.63945471804982,0
以热爱本群为荣,以/p(介词) 热爱/v(动词) 本/r(代词) 群/Ng(其他) 为/v(动词) 荣/Ag(其他),72,20248,91,1,24468,0.884847247,0,0,1
军队指挥学,军队/n(名词) 指挥学/n(名词),55,NULL,4,NULL,NULL,0.132198221,NULL,NULL,1
淡水,淡水/n(名词),52,2166,157,834,662,0.050192501,5.93259492456505,5.31118854703532,1
神武,神武/a(形容词),285,7596,416,1810,941,0.456250372,6.16327820658404,4.98229047628864,0
选股技巧,选股/n(名词) 技巧/n(名词),1726,229,2906,150,184,NULL,3.79237238337802,4.31510447897614,0
星际战甲,星际/n(名词) 战甲/n(名词),169,373,632,383,331,0.057164529,5.32141915070101,3.88488758186444,0
淘宝兼职工作,淘宝/n(名词) 兼职/vn(其他) 工作/vn(其他),78,98,3,6,5,0.018481569,1.58109375017182,0,1
棋牌群,棋牌/n(名词) 群/Ng(其他),431,363,80,212,35,NULL,5.53198686995504,4.01404380907253,0
山东11选5,山东/ns(地名) 11/m(数词) 选/v(动词) 5/m(数词),1925,691,325,42,79,NULL,1.97386464108779,1.6094379124341,0
胎儿性别鉴定,胎儿/n(名词) 性别/n(名词) 鉴定/vn(其他),66,16,6,NULL,2,0.041430159,NULL,NULL,1
存款,存款/n(名词),529,1274,542,248,840,NULL,4.88696713493276,4.15590128630353,0
ui设计,ui/nx(其他) 设计/vn(其他),593,1650,1590,900,1312,NULL,5.02296596116804,4.71757330204438,0
张家口,张家口/ns(地名),278,7327,697,5198,3341,0.09552203,6.73374221086029,6.48395186815805,0
英语翻译,英语/n(名词) 翻译/n(名词),164,752,421,382,458,0.012001446,4.92916051156129,4.35789324118135,0
补驾照换驾照,补驾照/n(名词) 换驾照/n(名词),121,NULL,15,NULL,NULL,0.164567484,NULL,NULL,1
金德微交易,金德微/nr(其他) 交易/v(动词),237,210,92,37,147,0.120356181,3.12662657220799,2.52321095295289,0
职业规划,职业/n(名词) 规划/n(名词),285,2482,475,218,612,0.130738853,4.77659089304604,4.25789179616545,0
途客,途客/n(名词),293,600,10,25,16,0.164567484,3.49411845634686,2.66772666810081,0
亚瑟士货源,亚瑟士/n(名词) 货源/n(名词),77,1,65,NULL,NULL,0.082644889,NULL,NULL,1
新葡京,新葡京/n(名词),61,748,40,227,133,0.038955885,4.61689129012526,2.96649254495555,1
淘宝特价群,淘宝/n(名词) 特价/n(名词) 群/Ng(其他),156,368,592,639,567,0.016967127,4.28350477756347,2.89850978997503,0
进口奶粉,进口/v(动词) 奶粉/n(名词),168,366,563,556,591,0.012988773,4.12878372617389,3.34082868142662,0
文字做,文字/n(名词) 做/v(动词),138,157,21,20,55,0.118871529,3.12978100231947,1.79175946922805,1
小资,小资/n(名词),18647,4148,15167,624,573,NULL,5.76232238228234,5.32523365689305,0
腾讯手游,腾讯/nz(其他专名) 手游/n(名词),158,445,463,313,418,0.014225028,4.70803241730908,4.39394005602092,0
福特野马车友会,福特/n(名词) 野马/n(名词) 车友会/n(名词),69,39,6,4,2,0.014168996,1.38629436111989,1.09861228866811,1
小马宝莉,小/a(形容词) 马宝莉/nr(其他),275,885,505,367,238,0.285606629,5.00044853110514,3.85718404174181,0
柳州恒大御府,柳州/ns(地名) 恒大/n(名词) 御府/n(名词),51,NULL,23,5,NULL,0.006977544,1.73286795139986,0,1
微信营销软件,微信/n(名词) 营销/vn(其他) 软件/n(名词),214,229,282,139,267,0.031075273,3.3812031824807,3.05252050153381,0
北京赛ྉ车群,北京/ns(地名) 赛车/n(名词) 群/Ng(其他),199,23,11,NULL,NULL,NULL,NULL,NULL,1
做过,做/v(动词) 过/u(助词),74,3812,2,134,2131,0.536008929,4.05889633251089,3.45136336389045,1
网站推广,网站/n(名词) 推广/v(动词),311,1147,693,137,854,0.058602498,4.68058482958943,4.14221958218364,0
鹿饭,鹿饭/n(名词),796,3562,1718,1044,3889,NULL,5.20284724126224,3.52204575895377,0
查询通话记录查询,查询/v(动词) 通话/v(动词) 记录/v(动词) 查询/v(动词),153,185,NULL,NULL,NULL,0.163312214,NULL,NULL,1
战争雷霆,战争/n(名词) 雷霆/n(名词),163,344,698,326,314,0.01946345,5.15533301171825,4.01452016719411,0
