tag,词性,label,remove
酸奶,酸奶/n(名词),sin_ver_nou_del_type,0
空气能,空气/n(名词) 能/v(动词),com_del_type,0
跑骚,跑骚/n(名词),sin_ver_nou_del_type,0
牛肉,牛肉/n(名词),sin_ver_nou_del_type,0
,+/w(标点),punctuation_type,1
公务员资料,公务员/n(名词) 资料/n(名词),com_del_type,0
自力更生,自力更生/i(习语),sin_other_save_type,0
学霸多,学霸/n(名词) 多/m(数词),com_del_type,0
大众汽车,大众/n(名词) 汽车/n(名词),com_del_type,0
一加,一加/n(名词),sin_ver_nou_del_type,0
街球,街球/n(名词),sin_ver_nou_del_type,0
西华师范大学,西华/ns(地名) 师范大学/n(名词),com_del_type,0
皈依三宝,皈依/v(动词) 三宝/n(名词),com_del_type,0
南京同城,南京/ns(地名) 同城/n(名词),val_eval_type,1
MAD,mad/nx(其他),sin_nx_type,0
道县,道县/ns(地名),sin_ns_type,0
火山互粉,火山/n(名词) 互粉/n(名词),com_del_type,0
砀山,砀山/ns(地名),sin_ns_type,0
打印机维修,打印机/n(名词) 维修/vn(其他),com_del_type,0
出国旅游,出国/v(动词) 旅游/vn(其他),com_del_type,0
��,,sin_other_remove_type,1
ｃｃ平台,cc/nx(其他) 平台/n(名词),com_del_type,0
癫痫治疗,癫痫/n(名词) 治疗/v(动词),com_del_type,0
游戏脚本,游戏/n(名词) 脚本/n(名词),com_del_type,0
利群,利群/nr(其他),sin_nr_type,0
RC,rc/nx(其他),val_eval_type,1
送餐,送餐/n(名词),sin_ver_nou_del_type,0
奔驰E320L,奔驰/n(名词) e320l/nx(其他),com_del_type,0
一家人不说两家话,一家/n(名词) 人/n(名词) 不说/c(连词) 两/m(数词) 家/q(量词) 话/n(名词),val_eval_type,1
五华,五华/nz(其他专名),sin_nz_type,0
白贤,白贤/nr(其他),sin_nr_type,0
服装服饰,服装/n(名词) 服饰/n(名词),com_del_type,0
黑龙江大学,黑龙江/ns(地名) 大学/n(名词),com_del_type,0
恋爱礼物,恋爱/v(动词) 礼物/n(名词),com_del_type,0
电子科大,电子/n(名词) 科大/j(简称),com_del_type,0
装13,装/v(动词) 13/m(数词),com_del_type,0
你开心就好,你/r(代词) 开心/a(形容词) 就/d(副词) 好/a(形容词),com_del_type,0
中国药科大学,中国/ns(地名) 药科/n(名词) 大学/n(名词),com_del_type,0
杂,杂/a(形容词),val_eval_type,1
爱我中华,爱/v(动词) 我/r(代词) 中华/nz(其他专名),com_del_type,0
巴西世界杯,巴西/ns(地名) 世界杯/n(名词),com_del_type,0
女攻男受,女/b(其他) 攻/v(动词) 男/b(其他) 受/v(动词),com_del_type,0
汽车配件4S店,汽车/n(名词) 配件/n(名词) 4s店/n(名词),com_del_type,0
丰田4S店,丰田/n(名词) 4s店/n(名词),com_del_type,0
汽车4S店维修,汽车/n(名词) 4s店/n(名词) 维修/vn(其他),com_del_type,0
4S店汽车销售,4s店/n(名词) 汽车/n(名词) 销售/vn(其他),com_del_type,0
本田4S店,本田/n(名词) 4s店/n(名词),com_del_type,0
现代4S店,现代/t(时间词) 4s店/n(名词),val_eval_type,1
长城4S店,长城/ns(地名) 4s店/n(名词),com_del_type,0
比亚迪4S店,比亚迪/n(名词) 4s店/n(名词),com_del_type,0
大众4S店,大众/n(名词) 4s店/n(名词),com_del_type,0
雪佛兰4S店,雪佛兰/n(名词) 4s店/n(名词),com_del_type,0
加入我们吧,加入/v(动词) 我们/r(代词) 吧/y(语气助词),val_eval_type,1
九阴,九阴/n(名词),sin_ver_nou_del_type,0
D3,d3/nx(其他),sin_nx_type,0
相遇是缘,相遇/v(动词) 是/v(动词) 缘/Ng(其他),com_del_type,0
名媛,名媛/n(名词),sin_ver_nou_del_type,0
红包软件,红包/n(名词) 软件/n(名词),com_del_type,0
舞蹈队,舞蹈队/n(名词),sin_ver_nou_del_type,0
奔驰G,奔驰/n(名词) g/nx(其他),com_del_type,0
西玛,西玛/nz(其他专名),sin_nz_type,0
专卖店,专卖店/n(名词),sin_ver_nou_del_type,0
2018年,2018年/t(时间词),val_num_time_type,1
2010,2010/m(数词),numeric_type,1
快手刷粉,快手刷/n(名词) 粉/n(名词),com_del_type,0
陌陌引流,陌陌/n(名词) 引流/v(动词),com_del_type,0
每天进步一点点,每天/r(代词) 进步/v(动词) 一点点/m(数词),com_del_type,0
专业团队,专业/n(名词) 团队/n(名词),com_del_type,0
志趣相投,志趣/n(名词) 相投/v(动词),com_del_type,0
因为我们是一家人,因为/p(介词) 我们/r(代词) 是/v(动词) 一家/n(名词) 人/n(名词),val_eval_type,1
胎记治疗交流,胎记/n(名词) 治疗/vn(其他) 交流/vn(其他),com_del_type,0
地摊货源批发,地摊/n(名词) 货源/n(名词) 批发/vn(其他),com_del_type,0
随便聊天,随便/ad(其他) 聊天/v(动词),val_eval_type,1
撸撸撸,撸/Vg(其他) 撸/Vg(其他) 撸/Vg(其他),com_del_type,0
杨颖粉丝群,杨颖/n(名词) 粉丝/n(名词) 群/Ng(其他),com_del_type,0
MASTER,master/nx(其他),sin_nx_type,0
4680055,4680055/m(数词),numeric_type,1
洛阳汽车团购,洛阳/ns(地名) 汽车/n(名词) 团购/n(名词),com_del_type,0
工行纸白银,工行/n(名词) 纸白银/n(名词),com_del_type,0
上海财经大学,上海/ns(地名) 财经/n(名词) 大学/n(名词),com_del_type,0
硕士论文,硕士/n(名词) 论文/n(名词),com_del_type,0
网投接单,网投/n(名词) 接单/n(名词),com_del_type,0
信用卡提额教程,信用卡/n(名词) 提额/n(名词) 教程/n(名词),com_del_type,0
信用卡提额方法,信用卡/n(名词) 提额/n(名词) 方法/n(名词),com_del_type,0
信用卡提额资料,信用卡/n(名词) 提额/n(名词) 资料/n(名词),com_del_type,0
比亚迪唐俱乐部,比亚迪/n(名词) 唐/j(简称) 俱乐部/n(名词),com_del_type,0
老股友,老/a(形容词) 股友/n(名词),com_del_type,0
北汽威旺俱乐部,北汽/j(简称) 威旺/n(名词) 俱乐部/n(名词),com_del_type,0
北汽威旺车友会,北汽/j(简称) 威旺/n(名词) 车友会/n(名词),com_del_type,0
网上打字赚钱,网上/s(处所词) 打字/v(动词) 赚钱/a(形容词),com_del_type,0
荣威I6,荣威/nz(其他专名) i6/nx(其他),com_del_type,0
宝骏730车友会,宝骏/nz(其他专名) 730/m(数词) 车友会/n(名词),com_del_type,0
顺丰优选,顺丰/ns(地名) 优选/v(动词),com_del_type,0
单身族,单身族/n(名词),sin_ver_nou_del_type,0
JAVA编程,java/nx(其他) 编程/vn(其他),com_del_type,0
广汽三菱,广汽/nt(其他) 三菱/n(名词),com_del_type,0
沈阳找美女出台,沈阳/ns(地名) 找/v(动词) 美女/n(名词) 出台/v(动词),porn_type,1
注册监理工程师,注册/vn(其他) 监理/vn(其他) 工程师/n(名词),com_del_type,0
黑客修改成绩,黑客/n(名词) 修改/vn(其他) 成绩/n(名词),com_del_type,0
神漫,神漫/n(名词),sin_ver_nou_del_type,0
汇投资理财,汇/v(动词) 投资/vn(其他) 理财/vn(其他),com_del_type,0
金外投资,金/j(简称) 外/f(方位词) 投资/v(动词),com_del_type,0
长乐,长乐/ns(地名),sin_ns_type,0
绝地求生全军出击,绝地/n(名词) 求生/v(动词) 全军/n(名词) 出击/v(动词),com_del_type,0
手机电影,手机/n(名词) 电影/n(名词),com_del_type,0
呵呵(^_^),呵呵/e(叹词) (/w(标点) ^/w(标点) _/w(标点) ^/w(标点) )/w(标点),punctuation_type,1
郁闷,郁闷/a(形容词),sin_other_save_type,0
激光雕刻机,激光/n(名词) 雕刻机/n(名词),com_del_type,0
六年级四班,六/m(数词) 年级/n(名词) 四/m(数词) 班/q(量词),val_num_time_type,1
游龙英雄,游龙/n(名词) 英雄/n(名词),com_del_type,0
浴霸,浴霸/n(名词),sin_ver_nou_del_type,0
英雄联盟 LOL,英雄/n(名词) 联盟/n(名词) /w(标点) lol/nx(其他),com_del_type,0
勿忘心安,勿忘/n(名词) 心安/a(形容词),com_del_type,0
配方,配方/n(名词),sin_ver_nou_del_type,0
全国招商,全国/n(名词) 招商/vn(其他),com_del_type,0
喇叭,喇叭/n(名词),sin_ver_nou_del_type,0
上海找美女SM包夜,上海/ns(地名) 找/v(动词) 美女/n(名词) sm/nx(其他) 包夜/n(名词),porn_type,1
上海酒店特殊服务,上海/ns(地名) 酒店/n(名词) 特殊/a(形容词) 服务/vn(其他),porn_type,1
油工,油工/n(名词),sin_ver_nou_del_type,0
锐志团购,锐志/nz(其他专名) 团购/n(名词),com_del_type,0
口腔助理医师,口腔/n(名词) 助理/n(名词) 医师/n(名词),com_del_type,0
副班长,副班长/n(名词),sin_ver_nou_del_type,0
黑卡,黑卡/n(名词),sin_ver_nou_del_type,0
兄弟一生一起走,兄弟/n(名词) 一生/n(名词) 一起/d(副词) 走/v(动词),val_eval_type,1
科迈罗,科迈罗/nr(其他),sin_nr_type,0
通用机打票,通用机/n(名词) 打票/v(动词),com_del_type,0
CCNP,ccnp/nx(其他),sin_nx_type,0
英雄无敌,英雄无敌/nz(其他专名),sin_nz_type,0
策略游戏,策略/n(名词) 游戏/n(名词),com_del_type,0
和和睦睦,和和睦睦/z(其他),sin_other_save_type,0
试客小兵,试客/n(名词) 小兵/n(名词),com_del_type,0
国际海运,国际/n(名词) 海运/n(名词),com_del_type,0
法国斗牛犬,法国/ns(地名) 斗牛犬/n(名词),com_del_type,0
深圳住房贷款,深圳/ns(地名) 住房/n(名词) 贷款/n(名词),com_del_type,0
吉利俱乐部,吉利/n(名词) 俱乐部/n(名词),com_del_type,0
社保代理,社保/n(名词) 代理/vn(其他),com_del_type,0
以股会友,以/p(介词) 股/n(名词) 会友/n(名词),com_del_type,0
QQ超市,qq/n(名词) 超市/n(名词),com_del_type,0
龙虎榜,龙虎榜/n(名词),sin_ver_nou_del_type,0
海安,海安/ns(地名),sin_ns_type,0
招商群,招商/v(动词) 群/Ng(其他),com_del_type,0
迁安,迁安/ns(地名),sin_ns_type,0
温州帮,温州帮/n(名词),sin_ver_nou_del_type,0
淘客采集,淘客/n(名词) 采集/v(动词),com_del_type,0
PM2.5,pm2.5/nx(其他),sin_nx_type,0
天然水晶,天然/b(其他) 水晶/n(名词),com_del_type,0
免费教学,免费/v(动词) 教学/n(名词),com_del_type,0
泰迪犬,泰迪犬/n(名词),sin_ver_nou_del_type,0
班友会,班友/n(名词) 会/v(动词),com_del_type,0
队伍,队伍/n(名词),val_eval_type,1
工程技术,工程/n(名词) 技术/n(名词),com_del_type,0
运营商,运营商/n(名词),sin_ver_nou_del_type,0
起亚俱乐部,起亚/n(名词) 俱乐部/n(名词),com_del_type,0
原始点,原始点/n(名词),sin_ver_nou_del_type,0
云南省,云南省/ns(地名),sin_ns_type,0
WOTA艺,wota/nx(其他) 艺/Ng(其他),com_del_type,0
风险管理,风险/n(名词) 管理/vn(其他),com_del_type,0
入侵后台,入侵/v(动词) 后台/n(名词),com_del_type,0
卡神,卡神/n(名词),sin_ver_nou_del_type,0
国际服,国际服/n(名词),sin_ver_nou_del_type,0
优衣库,优衣库/nz(其他专名),sin_nz_type,0
成都找美女,成都/ns(地名) 找/v(动词) 美女/n(名词),porn_type,1
谔谔,谔谔/z(其他),sin_other_save_type,0
时时彩投注平台,时时/d(副词) 彩/Ng(其他) 投注/v(动词) 平台/n(名词),com_del_type,0
西藏旅游,西藏/ns(地名) 旅游/vn(其他),com_del_type,0
京东白条,京/j(简称) /n(名词) 东/f(方位词) /n(名词) 白/a(形容词) /n(名词) 条/q(量词),com_del_type,0
浮雕,浮雕/n(名词),sin_ver_nou_del_type,0
外墙,外墙/n(名词),sin_ver_nou_del_type,0
生石花,生石花/n(名词),sin_ver_nou_del_type,0
郑州兼职促销,郑州/ns(地名) 兼职/vn(其他) 促销/vn(其他),com_del_type,0
轰炸机,轰炸机/n(名词),sin_ver_nou_del_type,0
运动户外珠宝手表,运动/n(名词) 户外/s(处所词) 珠宝/n(名词) 手表/n(名词),com_del_type,0
逗比的世界,逗比/n(名词) 的/u(助词) 世界/n(名词),com_del_type,0
PྉKྉ群,pk/nx(其他) 群/Ng(其他),com_del_type,0
真人博彩,真人/n(名词) 博彩/vn(其他),com_del_type,0
手机赚钱网上工作,手机/n(名词) 赚钱/v(动词) 网上/s(处所词) 工作/vn(其他),com_del_type,0
牙科,牙科/n(名词),sin_ver_nou_del_type,0
短期,短期/b(其他),sin_other_save_type,0
杭州企业贷款,杭州/ns(地名) 企业/n(名词) 贷款/n(名词),com_del_type,0
商品贸易,商品/n(名词) 贸易/vn(其他),com_del_type,0
石家庄招聘,石家庄/ns(地名) 招聘/v(动词),com_del_type,0
SC,sc/nx(其他),val_eval_type,1
漫,漫/v(动词),val_eval_type,1
丧,丧/Vg(其他),val_eval_type,1
型月,型月/n(名词),sin_ver_nou_del_type,0
反曲弓,反曲弓/n(名词),sin_ver_nou_del_type,0
虎皮鹦鹉,虎皮/n(名词) 鹦鹉/n(名词),com_del_type,0
百家,百家/nz(其他专名),sin_nz_type,0
TLX,tlx/nx(其他),sin_nx_type,0
太阳镜,太阳镜/n(名词),sin_ver_nou_del_type,0
小工,小工/n(名词),sin_ver_nou_del_type,0
青海湖,青海湖/ns(地名),sin_ns_type,0
向往,向往/v(动词),sin_ver_nou_del_type,0
干洗,干洗/v(动词),sin_ver_nou_del_type,0
寝友,寝/Vg(其他) 友/Ng(其他),com_del_type,0
潢川,潢川/ns(地名),sin_ns_type,0
娱乐开心,娱乐/v(动词) 开心/a(形容词),com_del_type,0
流星,流星/n(名词),sin_ver_nou_del_type,0
努力学习天天向上,努力/ad(其他) 学习/v(动词) 天天向上/nz(其他专名),com_del_type,0
折叠车,折叠车/n(名词),sin_ver_nou_del_type,0
青春力,青春/n(名词) 力/n(名词),com_del_type,0
社恐,社恐/n(名词),sin_ver_nou_del_type,0
石河子大学,石河子/ns(地名) 大学/n(名词),com_del_type,0
人人贷,人人贷/n(名词),val_eval_type,1
广东财经大学,广东/ns(地名) 财经/n(名词) 大学/n(名词),com_del_type,0
在线交流,在线/nz(其他专名) 交流/vn(其他),com_del_type,0
南航,南航/j(简称),sin_other_save_type,0
IT求职,it/nx(其他) 求职/vn(其他),com_del_type,0
发票代开13530889880,发票/n(名词) 代开/n(名词) 13530889880/m(数词),porn_type,1
逗比集中营,逗比/n(名词) 集中营/n(名词),com_del_type,0
JESSICA,jessica/nx(其他),sin_nx_type,0
湛江找鸡婆,湛江/ns(地名) 找/v(动词) 鸡婆/n(名词),porn_type,1
湛江找妹妹保健,湛江/ns(地名) 找/v(动词) 妹妹/n(名词) 保健/n(名词),porn_type,1
借记卡1,借记卡/n(名词) 1/m(数词),com_del_type,0
僵尸猎场,僵尸/n(名词) 猎场/n(名词),com_del_type,0
幻想三国,幻想/n(名词) 三国/n(名词),com_del_type,0
驾校报名,驾校/n(名词) 报名/v(动词),com_del_type,0
理财咨询,理财/vn(其他) 咨询/vn(其他),com_del_type,0
新人发红包,新人/n(名词) 发/v(动词) 红包/n(名词),com_del_type,0
西华,西华/ns(地名),sin_ns_type,0
各种交流,各种/r(代词) 交流/vn(其他),val_eval_type,1
电白,电白/ns(地名),sin_ns_type,0
红中麻将,红中/n(名词) 麻将/n(名词),com_del_type,0
郑州志愿者,郑州/ns(地名) 志愿者/n(名词),com_del_type,0
鬼怪,鬼怪/n(名词),sin_ver_nou_del_type,0
淘宝账号破解,淘宝/n(名词) 账号/n(名词) 破解/v(动词),com_del_type,0
好货,好/a(形容词) 货/n(名词),com_del_type,0
雅马哈摩托车,雅马哈/n(名词) 摩托车/n(名词),com_del_type,0
英语启蒙,英语/n(名词) 启蒙/vn(其他),com_del_type,0
六六,六六/m(数词),numeric_type,1
各类游戏,各类/r(代词) 游戏/n(名词),com_del_type,0
豪门,豪门/nz(其他专名),sin_nz_type,0
装修保护膜,装修/v(动词) 保护膜/n(名词),com_del_type,0
年级群,年级/n(名词) 群/Ng(其他),com_del_type,0
哈娄APP,哈/j(简称) 娄/j(简称) app/nx(其他),com_del_type,0
补交,补交/v(动词),sin_ver_nou_del_type,0
��,,sin_other_remove_type,1
中二病也要谈恋爱,中二病/n(名词) 也/d(副词) 要/v(动词) 谈恋爱/n(名词),com_del_type,0
209,209/m(数词),numeric_type,1
一起飞,一起/d(副词) 飞/v(动词),com_del_type,0
狂三,狂三/n(名词),sin_ver_nou_del_type,0
福瑞达K22,福瑞达/nt(其他) k22/nx(其他),com_del_type,0
扯淡群,扯淡/v(动词) 群/Ng(其他),com_del_type,0
05届,05/m(数词) 届/q(量词),val_num_time_type,1
蓝牙音响,蓝牙/n(名词) 音响/n(名词),com_del_type,0
有车一族,有车/n(名词) 一/m(数词) 族/Ng(其他),com_del_type,0
新生娱乐,新生/n(名词) 娱乐/vn(其他),com_del_type,0
冠县,冠县/ns(地名),sin_ns_type,0
亚马逊卖家,亚马逊/n(名词) 卖家/n(名词),com_del_type,0
鹅,鹅/n(名词),val_eval_type,1
色友,色友/n(名词),sin_ver_nou_del_type,0
ASD,asd/nx(其他),val_eval_type,1
大逗比,大/d(副词) 逗比/n(名词),com_del_type,0
柯基犬,柯基犬/n(名词),sin_ver_nou_del_type,0
歌迷会,歌迷会/n(名词),sin_ver_nou_del_type,0
远景,远景/n(名词),sin_ver_nou_del_type,0
来了就是兄弟,来/v(动词) 了/u(助词) 就是/v(动词) 兄弟/n(名词),val_eval_type,1
3G,3g/nx(其他),sin_nx_type,0
小蜜包养,小蜜/nr(其他) 包养/v(动词),com_del_type,0
！！！！！！！,!/w(标点) !/w(标点) !/w(标点) !/w(标点) !/w(标点) !/w(标点) !/w(标点),punctuation_type,1
实木家具厂家,实木/n(名词) 家具/n(名词) 厂家/n(名词),com_del_type,0
实木家具直销,实木/n(名词) 家具/n(名词) 直销/vn(其他),com_del_type,0
差评师,差评师/n(名词),sin_ver_nou_del_type,0
辩论赛,辩论赛/n(名词),sin_ver_nou_del_type,0
猪八戒,猪八戒/n(名词),sin_ver_nou_del_type,0
湖南工业大学,湖南/ns(地名) 工业/n(名词) 大学/n(名词),com_del_type,0
愛情,爱情/n(名词),sin_ver_nou_del_type,0
打人,打人/vn(其他),sin_other_save_type,0
新西兰移民,新西兰/ns(地名) 移民/n(名词),com_del_type,0
荥阳,荥阳/ns(地名),sin_ns_type,0
植发医院,植发/v(动词) 医院/n(名词),com_del_type,0
成都大学生兼职,成都/ns(地名) 大学生/n(名词) 兼职/vn(其他),com_del_type,0
网络资源,网络/n(名词) 资源/n(名词),val_eval_type,1
2.22E+23,222222222222222222222222/m(数词),numeric_type,1
島國,岛/n(名词) /n(名词) 国/n(名词),com_del_type,0
万科城,万科城/n(名词),sin_ver_nou_del_type,0
彩虹6号,彩虹/nz(其他专名) 6号/t(时间词),com_del_type,0
QQ部落,qq/n(名词) 部落/n(名词),com_del_type,0
装修师傅,装修/v(动词) 师傅/n(名词),com_del_type,0
住房公积金贷款,住房/n(名词) 公积金/n(名词) 贷款/n(名词),com_del_type,0
房产代理,房产/n(名词) 代理/vn(其他),com_del_type,0
HTML5开发,html/nx(其他) 5/m(数词) 开发/v(动词),com_del_type,0
高材生,高材生/n(名词),sin_ver_nou_del_type,0
PPT设计,ppt/nx(其他) 设计/vn(其他),com_del_type,0
结算,结算/v(动词),sin_ver_nou_del_type,0
唱歌舞,唱歌舞/n(名词),sin_ver_nou_del_type,0
液压,液压/n(名词),sin_ver_nou_del_type,0
逗趣,逗趣/v(动词),sin_ver_nou_del_type,0
六（4）班,六/m(数词) (/w(标点) 4/m(数词) )/w(标点) 班/n(名词),punctuation_type,1
分类信息,分类/v(动词) 信息/n(名词),com_del_type,0
韵达快递,韵达快递/nt(其他),sin_other_save_type,0
海南七星彩,海南/ns(地名) 七星彩/n(名词),com_del_type,0
股票群1,股票/n(名词) 群/Ng(其他) 1/m(数词),com_del_type,0
买马,买马/n(名词),sin_ver_nou_del_type,0
保险理赔,保险/n(名词) 理赔/vn(其他),com_del_type,0
和尚,和尚/n(名词),sin_ver_nou_del_type,0
母,母/b(其他),val_eval_type,1
全民炫舞,全民/n(名词) 炫舞/n(名词),com_del_type,0
奋斗者,奋斗者/n(名词),sin_ver_nou_del_type,0
股票交友,股票/n(名词) 交友/v(动词),val_eval_type,1
高中家教,高中/n(名词) 家教/n(名词),com_del_type,0
时时彩人工计划,时时/d(副词) /n(名词) 彩/Ng(其他) 人工/b(其他) 计划/n(名词),com_del_type,0
缩阴棒,缩阴棒/n(名词),sin_ver_nou_del_type,0
江淮IEV6S,江淮/n(名词) iev6s/nx(其他),com_del_type,0
瑞风S2MINI,瑞风/n(名词) s2mini/nx(其他),com_del_type,0
北汽俱乐部,北汽/j(简称) 俱乐部/n(名词),com_del_type,0
车车,车车/n(名词),sin_ver_nou_del_type,0
找家教,找/v(动词) 家教/n(名词),com_del_type,0
游戏党,游戏/n(名词) 党/n(名词),com_del_type,0
高抛低吸家,高/a(形容词) 抛/v(动词) 低吸/v(动词) 家/n(名词),com_del_type,0
就是玩,就是/v(动词) 玩/v(动词),com_del_type,0
自控,自控/j(简称),sin_other_save_type,0
高三一班,高三/n(名词) 一/m(数词) 班/q(量词),val_num_time_type,1
农学考研,农学/n(名词) 考研/v(动词),com_del_type,0
纽巴伦,纽巴伦/n(名词),sin_ver_nou_del_type,0
不要发广告,不要/d(副词) 发/v(动词) 广告/n(名词),val_eval_type,1
货到付钱,货/n(名词) 到/v(动词) 付钱/v(动词),com_del_type,0
帮会群,帮会/n(名词) 群/Ng(其他),com_del_type,0
天王,天王/n(名词),sin_ver_nou_del_type,0
秀敏,秀敏/nr(其他),sin_nr_type,0
��,,sin_other_remove_type,1
慢性病,慢性病/n(名词),sin_ver_nou_del_type,0
鸡皮肤,鸡皮肤/n(名词),sin_ver_nou_del_type,0
苹果维修,苹果/n(名词) 维修/vn(其他),com_del_type,0
中南林业科技大学,中南/ns(地名) 林业/n(名词) 科技/n(名词) 大学/n(名词),com_del_type,0
演讲口才,演讲/vn(其他) 口才/n(名词),com_del_type,0
哼,哼/e(叹词),sin_other_remove_type,1
A4L交流群,a4l/nx(其他) 交流/vn(其他) 群/Ng(其他),com_del_type,0
玩友,玩/v(动词) 友/Ng(其他),com_del_type,0
91Y捕鱼游戏币,91y/nx(其他) 捕鱼/v(动词) 游戏币/n(名词),com_del_type,0
茶苑银子,茶苑/n(名词) 银子/n(名词),com_del_type,0
集结号银子,集结号/n(名词) 银子/n(名词),com_del_type,0
1908棋牌,1908/m(数词) 棋牌/n(名词),com_del_type,0
1908游戏币,1908/m(数词) 游戏币/n(名词),com_del_type,0
失业,失业/vn(其他),sin_other_save_type,0
兄弟姊妹,兄弟/n(名词) 姊妹/n(名词),com_del_type,0
寂寞单身,寂寞/a(形容词) 单身/n(名词),porn_type,1
二手老年代步车,二手/b(其他) 老年/t(时间词) 代步车/n(名词),com_del_type,0
二手电瓶车,二手/b(其他) 电瓶车/n(名词),com_del_type,0
领券购物,领券/n(名词) 购物/v(动词),com_del_type,0
专升本考试,专升本/v(动词) 考试/vn(其他),com_del_type,0
88597,88597/m(数词),numeric_type,1
贴片,贴片/n(名词),sin_ver_nou_del_type,0
松骨,松骨/n(名词),sin_ver_nou_del_type,0
舞台灯光,舞台/n(名词) 灯光/n(名词),com_del_type,0
婚庆策划,婚庆/n(名词) 策划/v(动词),com_del_type,0
婚嫁,婚嫁/n(名词),sin_ver_nou_del_type,0
德州学院,德州/ns(地名) 学院/n(名词),com_del_type,0
努力努力再努力,努力/ad(其他) 努力/ad(其他) 再/d(副词) 努力/a(形容词),com_del_type,0
长沙贷款,长沙/ns(地名) 贷款/n(名词),com_del_type,0
支付宝集福,支付宝/n(名词) 集/Vg(其他) 福/n(名词),com_del_type,0
股票高手交流群,股票/n(名词) 高手/n(名词) 交流/vn(其他) 群/Ng(其他),com_del_type,0
神将,神将/n(名词),sin_ver_nou_del_type,0
肉文,肉/n(名词) 文/n(名词),com_del_type,0
质量好,质量/n(名词) 好/a(形容词),com_del_type,0
药流,药流/n(名词),sin_ver_nou_del_type,0
江津,江津/ns(地名),sin_ns_type,0
233691195,233691195/m(数词),numeric_type,1
产前,产前/t(时间词),sin_other_save_type,0
废品回收,废品/n(名词) 回收/v(动词),com_del_type,0
石材雕刻机,石材/n(名词) 雕刻机/n(名词),com_del_type,0
各个省的快三都有,各个/r(代词) 省/n(名词) 的/u(助词) 快/a(形容词) 三都/ns(地名) 有/v(动词),com_del_type,0
大豆加元铜PTAPP,大豆/n(名词) 加元/q(量词) 铜/n(名词) ptapp/nx(其他),com_del_type,0
每天理财每天利润,每天/r(代词) 理财/v(动词) 每天/r(代词) 利润/n(名词),com_del_type,0
折叠蓬,折叠蓬/n(名词),sin_ver_nou_del_type,0
街机捕鱼,街机/n(名词) 捕鱼/v(动词),com_del_type,0
美女出台保健,美女/n(名词) 出台/v(动词) 保健/n(名词),porn_type,1
华人彩,华人彩/n(名词),sin_ver_nou_del_type,0
绅宝车友会,绅宝/nz(其他专名) 车友会/n(名词),com_del_type,0
电话18320803550,电话/n(名词) 18320803550/m(数词),porn_type,1
战略学,战略学/n(名词),sin_ver_nou_del_type,0
战役学,战役学/n(名词),sin_ver_nou_del_type,0
战术学,战术学/n(名词),sin_ver_nou_del_type,0
军队指挥学,军队/n(名词) 指挥学/n(名词),com_del_type,0
军制学,军制学/n(名词),sin_ver_nou_del_type,0
军队政治工作学,军队/n(名词) 政治/n(名词) 工作学/n(名词),com_del_type,0
军事后勤学,军事/n(名词) 后勤学/n(名词),com_del_type,0
郑州公益,郑州/ns(地名) 公益/n(名词),com_del_type,0
在线学习,在线/nz(其他专名) 学习/v(动词),com_del_type,0
我们毕业了,我们/r(代词) 毕业/v(动词) 了/u(助词),val_eval_type,1
成,成/v(动词),val_eval_type,1
足球平台出租,足球/n(名词) 平台/n(名词) 出租/v(动词),com_del_type,0
联通卡,联通卡/n(名词),sin_ver_nou_del_type,0
拔刀剑,拔/v(动词) 刀剑/n(名词),com_del_type,0
观赏虾,观赏虾/n(名词),sin_ver_nou_del_type,0
你妈,你/r(代词) 妈/n(名词),val_eval_type,1
支付宝借钱,支付宝/n(名词) 借钱/v(动词),com_del_type,0
主群看计划555958867,主/Ag(其他) 群/Ng(其他) 看/v(动词) 计划/n(名词) 555958867/m(数词),porn_type,1
手机赚,手机赚/n(名词),sin_ver_nou_del_type,0
建筑业,建筑业/n(名词),sin_ver_nou_del_type,0
HG0088,hg/nx(其他) 0088/m(数词),com_del_type,0
资产评估,资产/n(名词) 评估/vn(其他),com_del_type,0
硬笔,硬笔/n(名词),sin_ver_nou_del_type,0
交互,交互/b(其他),sin_other_save_type,0
棉袜,棉袜/n(名词),sin_ver_nou_del_type,0
中考备战,中考/v(动词) 备战/v(动词),com_del_type,0
台灣,台湾/ns(地名),sin_ns_type,0
上天,上天/v(动词),sin_ver_nou_del_type,0
淘宝交易,淘宝/n(名词) 交易/vn(其他),com_del_type,0
淘宝经验交流,淘宝/n(名词) 经验/n(名词) 交流/vn(其他),com_del_type,0
新兴,新兴/b(其他),sin_other_save_type,0
抗癌,抗癌/vn(其他),sin_other_save_type,0
360云,360/m(数词) 云/n(名词),com_del_type,0
石嘴山,石嘴山/ns(地名),sin_ns_type,0
中国新声代,中国/ns(地名) 新声代/n(名词),com_del_type,0
攻城略地,攻城略地/i(习语),sin_other_save_type,0
大腿,大腿/n(名词),sin_ver_nou_del_type,0
养鸭,养鸭/vn(其他),sin_other_save_type,0
H1Z1辅助,h1z1/nx(其他) 辅助/vn(其他),com_del_type,0
时时彩稳赚计划群,时时/d(副词) 彩/Ng(其他) 稳赚/n(名词) 计划/n(名词) 群/Ng(其他),com_del_type,0
丽颖粉丝,丽颖/nr(其他) 粉丝/n(名词),com_del_type,0
